tdate,Bandarban,Barguna,Barisal,Bhola,Bogra,Brahmanbaria,Chandpur,Chapai Nababganj,Chattogram,Chuadanga,Cox's Bazar,Cumilla,Dhaka City,Dinajpur,Faridpur,Feni,Gaibandha,Gazipur,Gopalganj,Habiganj,Jamalpur,Jessore,Jhalokati,Jhenaidah,Joypurhat,Khagrachhari,Khulna,Kishoregonj,Kurigram,Kushtia,Lakshmipur,Lalmonirhat,Madaripur,Magura,Manikganj,Meherpur,Moulvibazar,Munshiganj,Mymensingh,Naogaon,Narail,Narayanganj,Narsingdi,Natore,Netrakona,Nilphamari,Noakhali,Pabna,Panchagarh,Pirojpur,Potuakhali,Rajbari,Rajshahi,Rangamati,Rangpur,Satkhira,Shariatpur,Sherpur,Sirajganj,Sunamganj,Sylhet,Tangail,Thakurgaon,Grand Total
2020-07-25,5.0,12.0,9.0,6.0,70.0,4.0,48.0,12.0,128.0,3.0,24.0,99.0,1122.0,32.0,36.0,19.0,17.0,14.0,19.0,6.0,9.0,79.0,9.0,39.0,3.0,14.0,65.0,18.0,18.0,35.0,42.0,10.0,4.0,61.0,18.0,6.0,5.0,12.0,16.0,4.0,1.0,23.0,2.0,4.0,4.0,5.0,39.0,14.0,7.0,6.0,8.0,44.0,98.0,1.0,19.0,8.0,3.0,1.0,38.0,20.0,40.0,12.0,10.0,2559.0
2020-07-24,3.0,22.0,42.0,7.0,33.0,19.0,58.0,61.0,140.0,2.0,20.0,89.0,715.0,30.0,35.0,12.0,11.0,11.0,35.0,6.0,11.0,11.0,6.0,26.0,2.0,6.0,64.0,13.0,12.0,26.0,0.0,16.0,1.0,11.0,1.0,3.0,3.0,1.0,32.0,37.0,40.0,15.0,11.0,0.0,4.0,11.0,28.0,8.0,0.0,9.0,3.0,39.0,113.0,14.0,30.0,15.0,46.0,1.0,32.0,11.0,60.0,50.0,3.0,2176.0
2020-07-23,3.0,14.0,27.0,5.0,58.0,7.0,9.0,18.0,156.0,9.0,24.0,45.0,680.0,34.0,76.0,56.0,8.0,24.0,36.0,20.0,20.0,47.0,8.0,2.0,4.0,1.0,55.0,14.0,13.0,34.0,12.0,10.0,30.0,4.0,4.0,2.0,24.0,4.0,37.0,9.0,13.0,17.0,5.0,4.0,0.0,5.0,68.0,95.0,16.0,9.0,22.0,27.0,139.0,2.0,29.0,17.0,1.0,2.0,39.0,16.0,51.0,25.0,7.0,2252.0
2020-07-22,3.0,14.0,37.0,0.0,64.0,42.0,12.0,0.0,119.0,8.0,12.0,50.0,1060.0,30.0,67.0,22.0,15.0,34.0,36.0,9.0,7.0,66.0,12.0,61.0,2.0,19.0,40.0,22.0,19.0,24.0,22.0,11.0,7.0,10.0,4.0,3.0,6.0,1.0,13.0,35.0,17.0,28.0,13.0,2.0,9.0,5.0,45.0,32.0,11.0,50.0,17.0,35.0,96.0,29.0,25.0,31.0,38.0,1.0,38.0,29.0,19.0,27.0,6.0,2621.0
2020-07-21,9.0,24.0,47.0,6.0,102.0,6.0,55.0,4.0,122.0,0.0,14.0,37.0,921.0,40.0,96.0,2.0,10.0,28.0,29.0,3.0,13.0,48.0,6.0,14.0,4.0,0.0,48.0,13.0,15.0,37.0,14.0,16.0,11.0,21.0,15.0,3.0,7.0,3.0,45.0,4.0,36.0,13.0,2.0,2.0,3.0,6.0,35.0,6.0,5.0,0.0,10.0,40.0,93.0,0.0,33.0,27.0,0.0,1.0,59.0,17.0,42.0,31.0,0.0,2353.0
2020-07-20,1.0,1.0,48.0,16.0,64.0,37.0,35.0,21.0,125.0,19.0,19.0,65.0,1018.0,21.0,129.0,20.0,15.0,32.0,36.0,17.0,13.0,36.0,3.0,12.0,4.0,15.0,72.0,16.0,7.0,59.0,16.0,5.0,23.0,10.0,16.0,5.0,34.0,3.0,42.0,29.0,0.0,15.0,3.0,39.0,9.0,5.0,50.0,7.0,7.0,21.0,16.0,43.0,98.0,36.0,20.0,36.0,35.0,3.0,53.0,19.0,53.0,20.0,10.0,2757.0
2020-07-19,1.0,22.0,21.0,13.0,75.0,17.0,13.0,0.0,189.0,4.0,18.0,68.0,992.0,43.0,78.0,17.0,15.0,40.0,39.0,1.0,21.0,78.0,17.0,21.0,21.0,0.0,66.0,16.0,8.0,62.0,28.0,14.0,1.0,16.0,9.0,4.0,8.0,3.0,51.0,34.0,1.0,34.0,13.0,1.0,1.0,5.0,23.0,25.0,0.0,15.0,2.0,1.0,145.0,1.0,30.0,4.0,1.0,1.0,31.0,40.0,22.0,73.0,2.0,2615.0
2020-07-18,2.0,38.0,25.0,2.0,85.0,26.0,30.0,1.0,73.0,6.0,2.0,49.0,871.0,37.0,76.0,35.0,12.0,21.0,18.0,1.0,9.0,35.0,12.0,0.0,4.0,7.0,76.0,26.0,9.0,3.0,15.0,13.0,1.0,11.0,18.0,6.0,1.0,0.0,13.0,0.0,18.0,19.0,4.0,12.0,5.0,0.0,53.0,7.0,15.0,36.0,37.0,37.0,76.0,15.0,30.0,20.0,38.0,1.0,19.0,6.0,8.0,36.0,13.0,2174.0
2020-07-17,5.0,17.0,40.0,22.0,87.0,25.0,45.0,2.0,150.0,0.0,34.0,77.0,533.0,32.0,26.0,1.0,4.0,29.0,20.0,6.0,18.0,77.0,8.0,10.0,2.0,0.0,81.0,14.0,18.0,39.0,1.0,6.0,21.0,25.0,16.0,4.0,2.0,1.0,43.0,4.0,21.0,19.0,7.0,18.0,19.0,8.0,3.0,6.0,4.0,6.0,4.0,25.0,73.0,0.0,33.0,11.0,0.0,2.0,25.0,10.0,20.0,17.0,6.0,1882.0
2020-07-16,9.0,14.0,29.0,0.0,82.0,71.0,26.0,61.0,143.0,16.0,19.0,55.0,761.0,42.0,49.0,10.0,12.0,26.0,28.0,13.0,16.0,24.0,17.0,19.0,24.0,19.0,69.0,17.0,3.0,35.0,14.0,9.0,1.0,23.0,23.0,5.0,28.0,4.0,31.0,27.0,22.0,32.0,12.0,22.0,10.0,35.0,44.0,49.0,4.0,42.0,35.0,32.0,57.0,26.0,37.0,18.0,43.0,1.0,43.0,22.0,50.0,31.0,0.0,2541.0
2020-07-15,0.0,10.0,39.0,8.0,61.0,4.0,26.0,0.0,166.0,11.0,20.0,76.0,864.0,36.0,61.0,5.0,14.0,45.0,41.0,11.0,15.0,57.0,8.0,20.0,3.0,0.0,61.0,15.0,18.0,28.0,27.0,11.0,24.0,13.0,12.0,7.0,46.0,2.0,31.0,10.0,31.0,31.0,2.0,3.0,7.0,4.0,21.0,15.0,9.0,14.0,6.0,36.0,64.0,1.0,35.0,25.0,4.0,4.0,45.0,40.0,49.0,34.0,1.0,2387.0
2020-07-14,5.0,16.0,52.0,14.0,83.0,102.0,20.0,2.0,153.0,16.0,37.0,107.0,963.0,39.0,115.0,11.0,8.0,34.0,30.0,63.0,16.0,76.0,11.0,29.0,4.0,26.0,102.0,10.0,8.0,36.0,33.0,3.0,2.0,26.0,30.0,5.0,46.0,4.0,36.0,44.0,15.0,36.0,11.0,1.0,2.0,37.0,46.0,16.0,5.0,18.0,16.0,23.0,79.0,17.0,25.0,5.0,22.0,13.0,42.0,18.0,48.0,39.0,7.0,2958.0
2020-07-13,9.0,8.0,32.0,2.0,54.0,5.0,53.0,26.0,156.0,7.0,24.0,60.0,821.0,31.0,189.0,21.0,8.0,32.0,42.0,12.0,12.0,44.0,11.0,36.0,46.0,0.0,92.0,26.0,2.0,49.0,28.0,2.0,82.0,20.0,1.0,4.0,23.0,2.0,54.0,21.0,31.0,49.0,9.0,1.0,2.0,10.0,42.0,4.0,0.0,3.0,15.0,31.0,109.0,1.0,28.0,31.0,3.0,5.0,42.0,21.0,47.0,33.0,7.0,2671.0
2020-07-12,11.0,17.0,15.0,19.0,62.0,93.0,17.0,25.0,113.0,10.0,26.0,106.0,1045.0,28.0,122.0,13.0,12.0,26.0,37.0,2.0,12.0,74.0,7.0,40.0,1.0,16.0,81.0,16.0,11.0,42.0,10.0,5.0,1.0,18.0,5.0,5.0,5.0,1.0,22.0,3.0,2.0,37.0,6.0,15.0,2.0,1.0,33.0,4.0,7.0,20.0,8.0,1.0,85.0,8.0,31.0,7.0,20.0,1.0,38.0,10.0,45.0,48.0,0.0,2603.0
2020-07-11,3.0,15.0,28.0,13.0,73.0,1.0,44.0,3.0,67.0,1.0,10.0,81.0,648.0,28.0,111.0,17.0,11.0,17.0,20.0,13.0,11.0,22.0,12.0,24.0,0.0,0.0,94.0,10.0,8.0,14.0,20.0,11.0,30.0,3.0,1.0,2.0,24.0,1.0,19.0,1.0,20.0,14.0,3.0,13.0,4.0,5.0,35.0,2.0,7.0,15.0,33.0,21.0,92.0,0.0,37.0,44.0,1.0,3.0,34.0,13.0,29.0,28.0,6.0,1970.0
2020-07-10,13.0,6.0,18.0,13.0,61.0,37.0,16.0,1.0,110.0,14.0,23.0,70.0,697.0,34.0,123.0,8.0,14.0,8.0,37.0,0.0,17.0,32.0,10.0,13.0,1.0,31.0,83.0,12.0,7.0,41.0,0.0,4.0,2.0,9.0,10.0,2.0,1.0,5.0,36.0,2.0,14.0,27.0,16.0,20.0,2.0,3.0,24.0,0.0,0.0,15.0,19.0,19.0,41.0,23.0,24.0,16.0,36.0,4.0,36.0,14.0,43.0,19.0,6.0,2042.0
2020-07-09,2.0,12.0,50.0,0.0,67.0,62.0,8.0,48.0,94.0,2.0,42.0,92.0,623.0,35.0,125.0,31.0,15.0,4.0,34.0,24.0,15.0,44.0,3.0,15.0,40.0,1.0,117.0,22.0,14.0,45.0,35.0,7.0,32.0,7.0,2.0,0.0,53.0,2.0,44.0,86.0,21.0,25.0,1.0,10.0,1.0,0.0,49.0,3.0,4.0,16.0,17.0,23.0,15.0,0.0,34.0,7.0,1.0,8.0,0.0,22.0,43.0,9.0,7.0,2270.0
2020-07-08,10.0,9.0,47.0,9.0,68.0,24.0,41.0,6.0,133.0,7.0,24.0,69.0,925.0,42.0,126.0,20.0,6.0,14.0,32.0,3.0,10.0,70.0,16.0,34.0,1.0,12.0,107.0,15.0,5.0,39.0,27.0,4.0,2.0,8.0,66.0,3.0,2.0,3.0,31.0,5.0,19.0,70.0,1.0,2.0,1.0,45.0,45.0,2.0,3.0,31.0,21.0,32.0,49.0,22.0,27.0,19.0,30.0,1.0,52.0,24.0,41.0,13.0,3.0,2628.0
2020-07-07,19.0,22.0,20.0,12.0,61.0,17.0,72.0,15.0,165.0,12.0,45.0,99.0,812.0,15.0,124.0,26.0,7.0,11.0,39.0,24.0,12.0,143.0,10.0,41.0,4.0,0.0,141.0,11.0,5.0,28.0,19.0,7.0,33.0,11.0,0.0,2.0,14.0,1.0,39.0,2.0,16.0,92.0,4.0,5.0,5.0,5.0,41.0,1.0,2.0,6.0,10.0,14.0,28.0,2.0,30.0,47.0,2.0,2.0,25.0,15.0,81.0,8.0,10.0,2591.0
2020-07-06,8.0,24.0,27.0,13.0,82.0,66.0,1.0,0.0,205.0,3.0,27.0,72.0,810.0,14.0,89.0,32.0,11.0,9.0,37.0,0.0,10.0,4.0,33.0,22.0,2.0,0.0,84.0,18.0,5.0,47.0,18.0,6.0,1.0,4.0,0.0,3.0,3.0,5.0,43.0,1.0,29.0,4.0,0.0,3.0,3.0,6.0,39.0,23.0,7.0,5.0,30.0,42.0,31.0,4.0,27.0,28.0,24.0,5.0,36.0,17.0,74.0,13.0,2.0,2291.0
2020-07-05,5.0,0.0,52.0,10.0,74.0,70.0,61.0,0.0,198.0,18.0,51.0,72.0,685.0,20.0,132.0,2.0,14.0,34.0,38.0,25.0,13.0,2.0,7.0,18.0,46.0,1.0,90.0,11.0,10.0,42.0,17.0,16.0,12.0,1.0,1.0,1.0,16.0,2.0,33.0,4.0,3.0,86.0,9.0,6.0,0.0,7.0,35.0,24.0,0.0,26.0,12.0,2.0,23.0,0.0,35.0,2.0,1.0,1.0,68.0,40.0,49.0,31.0,0.0,2364.0
2020-07-04,4.0,21.0,21.0,0.0,65.0,25.0,18.0,2.0,135.0,0.0,6.0,52.0,619.0,16.0,117.0,10.0,17.0,37.0,36.0,0.0,16.0,1.0,2.0,13.0,9.0,9.0,120.0,12.0,4.0,0.0,15.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0,28.0,29.0,17.0,25.0,9.0,15.0,1.0,15.0,49.0,72.0,1.0,47.0,40.0,23.0,22.0,16.0,23.0,12.0,31.0,2.0,1.0,0.0,32.0,18.0,5.0,1950.0
